stock_id,stock_name,industry_category,market_type
6423,億而得-創,電子工業,
6423,億而得-創,半導體業,
1623,大東電,電器電纜,
7792,安葆,其他電子業,
4590,富田,電機機械,
6934,心誠鎂,生技醫療業,
5547,久舜,建材營造,
7811,民盛,運動休閒,
6908,宏碁遊戲,電子通路業,
2072,世紀風電,鋼鐵工業,
7822,倍利科,半導體業,
6028,公勝保經,金融業,
3616,泓辰,電機機械,
4169,泰宗,生技醫療業,
4132,國鼎,生技醫療業,
6652,雅祥生醫,生技醫療業,
4773,高福,化學工業,
4804,大略-KY,觀光餐旅,
7794,宏碁智新,居家生活,
7821,神數,其他電子業,
1729,必翔,生技醫療業,
7828,創新服務,半導體業,
7820,立盈,綠能環保,
7760,享溫馨,觀光餐旅,
1715,萬洲,塑膠工業,
4178,永笙-KY,生技醫療業,
3485,敘豐,光電業,
3315,宣昶,電子通路業,
3559,全智科,半導體業,
7768,頌勝科技,半導體業,
7772,耀穎,半導體業,
00883B,中信ESG投資級債,上櫃ETF,
7842,天能綠電,綠能環保,
4195,基米,生技醫療業,
7818,溢泰實業,其他,
5259,奕智博,電子工業,
5264,鎧勝-KY,電子工業,
3514,昱晶,電子工業,
6172,互億,電子工業,
5305,敦南,電子工業,
3519,綠能,電子工業,
2499,東貝,電子工業,
3579,尚志,電子工業,
3698,隆達,電子工業,
2475,華映,電子工業,
6422,君耀-KY,電子工業,
3561,昇陽光電,電子工業,
2456,奇力新,電子工業,
2325,矽品,電子工業,
2448,晶電,電子工業,
6131,鈞泰,電子工業,
6145,勁永,電子工業,
4984,科納-KY,電子工業,
2311,日月光,電子工業,
7803,雲象科技,生技醫療業,
4582,聚恆,綠能環保,
6983,華洋精機,其他電子業,
4987,科誠,電腦及週邊設備業,
7907,錸恩帕斯,其他,
2437,旺詮,電子零組件業,
7819,精誠金融,資訊服務業,
02001R,富邦蘋果反一N,ETN,
7827,漢康-KY,生技醫療業,
2601,益航,貿易百貨,
7920,瀚陽*,化學生技醫療,
1469,理隆,紡織纖維,
1729,必翔,化學生技醫療,
3067,全域,其他電子類,
3313,斐成,其他,
4905,台聯電,通信網路業,
1595,川寶,電子零組件業,
6163,華電網,通信網路業,
5381,光譜,電子零組件業,
8932,智通*,其他,
6125,廣運,光電業,
2230,泰茂,電機機械,
6236,中湛,其他,
3131,弘塑,其他電子類,
4924,欣厚-KY,電腦及週邊設備業,
7718,友鋮,鋼鐵工業,
00767,FH美國金融股,ETF,
00766L,台新MSCI中國正2,ETF,
00742,新光內需收益,ETF,
6945,圓祥生技,生技醫療業,
00743,國泰中國A150,ETF,
3426,台興,電機機械,
00732,國泰RMB短期報酬,ETF,
00776,新光ICE美國權值,ETF,
00774B,新光中國政金綠債,ETF,
00774C,新光中政金綠債+R,ETF,
3682,亞太電,通信網路業,
4984,科納-KY,通信網路業,
7839,達人網,數位雲端,
1591,駿吉-KY,電機機械,
6131,鈞泰,光電業,
3561,昇陽光電,光電業,
2475,華映,光電業,
3383,新世紀,光電業,
2448,晶電,光電業,
3454,晶睿,光電業,
5259,奕智博,光電業,
2499,東貝,光電業,
3698,隆達,光電業,
6289,華上,光電業,
3514,昱晶,光電業,
1780,立弘,生技醫療業,
6806,森崴能源,綠能環保,
1592,英瑞-KY,汽車工業,
2936,客思達-KY,貿易百貨,
6986,和迅,生技醫療業,
00649,FH香港,ETF,
00699R,元大美債7-10反1,ETF,
00667,元大韓國,ETF,
0059,富邦金融,ETF,
00704L,台新MSCI台灣正2,ETF,
00677U,期富邦VIX,ETF,
00716R,華頓S&P布蘭特反1,ETF,
00691R,兆豐藍籌30反1,ETF,
00658L,國泰日本正2,ETF,
0058,富邦發達,ETF,
0054,元大台商50,ETF,
00659R,國泰日本反1,ETF,
00705R,台新MSCI台灣反1,ETF,
008201,BP上證50,ETF,
00698L,元大美債7-10正2,ETF,
00672L,元大S&P原油正2,ETF,
3536,誠創,半導體業,
1704,榮化,化學工業,
4725,信昌化,化學工業,
3519,綠能,半導體業,
3579,尚志,半導體業,
5305,敦南,半導體業,
2325,矽品,半導體業,
1724,台硝,化學工業,
7931,續升綠能,其他,
2311,日月光,半導體業,
8427,基勝-KY,其他,
6172,互億,電腦及週邊設備業,
5264,鎧勝-KY,電腦及週邊設備業,
1262,綠悅-KY,其他,
8480,泰昇-KY,其他,
2443,昶虹,其他,
00685L,群益臺灣加權正2,ETF,
2358,廷鑫,其他,
2841,台開,建材營造,
6145,勁永,電子通路業,
3036A,文曄甲特,電子通路業,
2856,元富證,金融保險,
2823,中壽,金融保險,
2809,京城銀,金融保險,
2888,新光金,金融保險,
1507,永大,電機機械,
1589,永冠-KY,電機機械,
1701,中化,生技醫療業,
6289,華上,電子工業,
4144,康聯-KY,生技醫療業,
3036A,文曄甲特,電子工業,
3536,誠創,電子工業,
3702A,大聯大甲特,電子工業,
3682,亞太電,電子工業,
4141,龍燈-KY,生技醫療業,
3383,新世紀,電子工業,
6452,康友-KY,生技醫療業,
6251,定穎,電子工業,
3454,晶睿,電子工業,
4144,康聯-KY,化學生技醫療,
1704,榮化,化學生技醫療,
4725,信昌化,化學生技醫療,
1701,中化,化學生技醫療,
4141,龍燈-KY,化學生技醫療,
6452,康友-KY,化學生技醫療,
1724,台硝,化學生技醫療,
6222,立軒,光電業,
6215,和椿,其他電子業,
6214,精誠,電子工業,
8431,匯鑽科,其他電子類,
6230,尼得科超眾,電腦及週邊設備業,
6231,系微,資訊服務業,
6233,旺玖,半導體業,
6234,高僑,光電業,
6235,華孚,電子工業,
6236,中湛,數位雲端類,
6215,和椿,電子工業,
6214,精誠,資訊服務業,
6237,驊訊,半導體業,
8422,可寧衛*,綠能環保,
6239,力成,半導體業,
6213,聯茂,電子零組件業,
6213,聯茂,電子工業,
6239,力成,電子工業,
6212,理銘,建材營造,
6235,華孚,電腦及週邊設備業,
6230,尼得科超眾,電子工業,
6228,全譜,電腦及週邊設備業,
6216,居易,通信網路業,
6223,旺矽,半導體業,
6221,晉泰,資訊服務業,
8423,保綠-KY,綠能環保類,
6220,岳豐,電子零組件業,
6224,聚鼎,電子工業,
6210,慶生,電子零組件業,
6224,聚鼎,電子零組件業,
6225,天瀚,光電業,
8424,惠普,建材營造,
6219,富旺,建材營造,
8426,紅木-KY,其他,
6225,天瀚,電子工業,
6218,豪勉,通信網路業,
6217,中探針,電子零組件業,
6226,光鼎,光電業,
6226,光鼎,電子工業,
6227,茂綸,電子通路業,
8429,金麗-KY,貿易百貨,
6216,居易,電子工業,
6229,研通,半導體業,
6209,今國光,電子工業,
7730,暉盛-創,創新板股票,
8432,東生華,生技醫療業,
6168,宏齊,光電業,
6168,宏齊,電子工業,
6169,昱泉,文化創意業,
6170,統振,通信網路業,
6171,大城地產,建材營造,
8463,潤泰材,其他,
8462,柏文,運動休閒,
8458,影一,文化創意業,
8464,億豐,居家生活,
8455,大拓-KY,其他電子類,
6173,信昌電,電子零組件業,
6174,安碁,電子零組件業,
6175,立敦,電子零組件業,
6176,瑞儀,光電業,
8450,霹靂,文化創意業,
6176,瑞儀,電子工業,
6177,達麗,建材營造,
6179,亞通,其他,
8454,富邦媒,數位雲端,
6180,橘子,文化創意業,
6167,久正,光電業,
6166,凌華,電子工業,
6153,嘉聯益,電子零組件業,
6154,順發,電子通路業,
6155,鈞寶,電子工業,
6155,鈞寶,電子零組件業,
6156,松上,電子零組件業,
6158,禾昌,電子零組件業,
6160,欣技,電腦及週邊設備業,
6161,捷波,電腦及週邊設備業,
6166,凌華,電腦及週邊設備業,
6163,華電網,資訊服務業,
6164,華興,電子工業,
8477,創業家,數位雲端類,
8476,台境*,綠能環保,
8473,山林水,綠能環保,
6165,浪凡,數位雲端,
8472,夠麻吉,數位雲端類,
8467,波力-KY,運動休閒,
8466,美吉吉-KY,其他,
6164,華興,光電業,
6182,合晶,半導體業,
6183,關貿,資訊服務業,
6183,關貿,電子工業,
8437,大地-KY,其他,
6198,瑞築,建材營造,
8436,大江,生技醫療業,
6199,天品,其他,
6201,亞弘電,其他電子業,
6201,亞弘電,電子工業,
6202,盛群,半導體業,
6202,盛群,電子工業,
8438,昶昕,綠能環保,
8435,鉅邁,其他,
6203,海韻電,電子零組件業,
6204,艾華,電子零組件業,
6205,詮欣,電子工業,
6205,詮欣,電子零組件業,
6206,飛捷,電子工業,
6206,飛捷,電腦及週邊設備業,
6207,雷科,電子零組件業,
6208,日揚,半導體業,
8433,弘帆,居家生活類,
8440,綠電,綠能環保類,
6197,佳必琪,電子零組件業,
6197,佳必琪,電子工業,
6184,大豐電,其他,
6185,幃翔,電子零組件業,
6186,新潤,建材營造,
8446,華研,文化創意業,
6187,萬潤,半導體業,
6188,廣明,電腦及週邊設備業,
8444,綠河-KY,其他,
8443,阿瘦,貿易百貨,
6189,豐藝,電子工業,
6189,豐藝,電子通路業,
6190,萬泰科,通信網路業,
6191,精成科,電子工業,
6191,精成科,電子零組件業,
6192,巨路,其他電子業,
6192,巨路,電子工業,
6194,育富,電子零組件業,
6195,詩肯,居家生活類,
8442,威宏-KY,其他,
6196,帆宣,其他電子業,
6209,今國光,光電業,
6196,帆宣,電子工業,
6263,普萊德,通信網路業,
6240,松崗,資訊服務業,
6446,藥華藥,化學生技醫療,
8227,巨有科技,半導體業,
6446,藥華藥,生技醫療業,
6449,鈺邦,電子工業,
8222,寶一,電機機械,
8215,明基材,電子工業,
6449,鈺邦,電子零組件業,
6451,訊芯-KY,半導體業,
6451,訊芯-KY,電子工業,
8215,明基材,光電業,
6456,GIS-KY,光電業,
8213,志超,電子零組件業,
8213,志超,電子工業,
6456,GIS-KY,電子工業,
8210,勤誠,電腦及週邊設備業,
6461,益得,生技醫療業,
6462,神盾,半導體業,
6464,台數科,其他,
6465,威潤,通信網路業,
8234,新漢,電腦及週邊設備業,
8240,華宏,光電業,
6443,元晶,電子工業,
6443,元晶,光電業,
8271,宇瞻,電子工業,
6426,統新,通信網路業,
6426,統新,電子工業,
6428,台灣淘米,文化創意業,
8271,宇瞻,半導體業,
8261,富鼎,電子工業,
6431,光麗-KY,化學生技醫療,
8261,富鼎,半導體業,
6431,光麗-KY,生技醫療業,
6467,泰合,生技醫療業,
8255,朋程,電機機械,
6434,達輝光電,光電業,
6435,大中,半導體業,
6438,迅得,其他電子業,
8249,菱光,電子零組件業,
6438,迅得,電子工業,
6441,廣錠,電腦及週邊設備業,
6442,光聖,通信網路業,
8249,菱光,電子工業,
6442,光聖,電子工業,
6432,今展科,電子零組件業,
6425,易發,電機機械,
6469,大樹,生技醫療業,
6472,保瑞,化學生技醫療,
8162,微矽電子-創,電子工業,
8162,微矽電子-創,半導體業,
6496,科懋,生技醫療業,
8162,微矽電子-創,創新板股票,
8155,博智,電子零組件業,
8150,南茂,電子工業,
8150,南茂,半導體業,
6498,久禾光,光電業,
6499,益安,生技醫療業,
6504,南六,其他,
6505,台塑化,油電燃氣業,
8147,正淩,電子零組件業,
6506,雙邦,紡織纖維,
6508,惠光,農業科技業,
6509,聚和,化學工業,
6510,精測,半導體業,
6512,啟發電,其他電子類,
8131,福懋科,電子工業,
8131,福懋科,半導體業,
8163,達方,電子工業,
6494,九齊,半導體業,
6493,雷虎生,生技醫療業,
6492,生華科,生技醫療業,
8210,勤誠,電子工業,
6472,保瑞,生技醫療業,
6473,美賣*,數位雲端,
8201,無敵,電子工業,
8201,無敵,其他電子業,
6474,華豫寧,電子通路業,
6477,安集,光電業,
6477,安集,電子工業,
8183,精星,其他電子類,
6470,宇智,通信網路業,
6482,弘煜科,文化創意業,
8182,加高,電子零組件業,
6485,點序,半導體業,
6486,互動,通信網路業,
6488,環球晶,半導體業,
8176,智捷,通信網路業,
8171,天宇,綠能環保類,
6491,晶碩,化學生技醫療,
6491,晶碩,生技醫療業,
8163,達方,電腦及週邊設備業,
6483,原創生醫,生技醫療業,
8421,旭源,其他,
8272,全景軟體,資訊服務業,
8279,生展,生技醫療業,
6270,倍微,電子通路業,
6271,同欣電,半導體業,
6271,同欣電,電子工業,
6272,驊陞,電子工業,
8404,百和興業-KY,其他,
8403,盛弘,生技醫療業,
8401,白紗科,其他,
8390,金益鼎,綠能環保類,
6272,驊陞,電子零組件業,
6274,台燿,電子零組件業,
8383,千附,半導體業,
6275,元山,電子零組件業,
6276,安鈦克,電腦及週邊設備業,
6277,宏正,電子工業,
6277,宏正,電腦及週邊設備業,
6278,台表科,光電業,
6278,台表科,電子工業,
6279,胡連,電子零組件業,
8374,羅昇,電機機械,
6269,台郡,電子零組件業,
6269,台郡,電子工業,
6266,泰詠,電子零組件業,
6265,方土昶,電子通路業,
6241,鑫永洋,通信網路業,
6242,立康,生技醫療業,
6243,迅杰,半導體業,
6243,迅杰,電子工業,
6244,茂迪,光電業,
6245,立端,通信網路業,
6246,臺龍,光電業,
8416,實威,資訊服務業,
8415,大國鋼,鋼鐵工業,
6281,全國電,電子工業,
8411,福貞-KY,其他,
6251,定穎,電子零組件業,
8410,森田,電腦及週邊設備業,
8409,商之器,生技醫療業,
6257,矽格,半導體業,
6257,矽格,電子工業,
6259,百徽,電子零組件業,
6261,久元,半導體業,
6153,嘉聯益,電子工業,
6264,富裔,建材營造,
6248,沛波,鋼鐵工業,
8277,商丞,半導體業,
6281,全國電,電子通路業,
6282,康舒,電子零組件業,
6412,群電,電子工業,
6412,群電,電子零組件業,
6414,樺漢,電子工業,
6414,樺漢,電腦及週邊設備業,
6415,矽力*-KY,半導體業,
6415,矽力*-KY,電子工業,
6416,瑞祺電通,通信網路業,
6416,瑞祺電通,電子工業,
6417,韋僑,通信網路業,
8329,台視,文化創意業,
6418,詠昇,電子零組件業,
6419,京晨科,光電業,
8299,群聯,半導體業,
8298,威睿,資訊服務業,
6422,君耀-KY,電子零組件業,
8291,尚茂,電子零組件業,
8289,泰藝,電子零組件業,
8284,三竹,資訊服務業,
6423,億而得,半導體業,
6411,晶焱,半導體業,
6409,旭隼,電子工業,
6409,旭隼,其他電子業,
6407,相互,電子零組件業,
6283,淳安,其他電子業,
6283,淳安,電子工業,
6284,佳邦,電子零組件業,
6285,啟碁,通信網路業,
6285,啟碁,電子工業,
8367,建新國際,航運業,
8359,錢櫃,觀光餐旅,
8358,金居,電子零組件業,
8354,冠好,其他,
6282,康舒,電子工業,
8349A,恒耀甲特,鋼鐵工業,
6290,良維,電子零組件業,
6291,沛亨,半導體業,
6292,迅德,電子零組件業,
6294,智基,文化創意業,
8345,超秦,農業科技,
8342,益張,其他,
6405,悅城,光電業,
6405,悅城,電子工業,
8341,日友,綠能環保,
8349,恒耀,鋼鐵工業,
6152,百一,電子工業,
6133,金橋,電子工業,
8478,東哥遊艇,運動休閒,
5269,祥碩,電子工業,
5271,紘通,電子零組件業,
5272,笙科,半導體業,
5274,信驊,半導體業,
5276,達輝-KY,其他,
9928,中視,其他,
5278,尚凡*,數位雲端類,
9927,泰銘,其他,
5269,祥碩,半導體業,
9926,新海,油電燃氣業,
9924,福興,居家生活,
5283,禾聯碩,電器電纜,
5284,jpp-KY,其他,
5285,界霖,半導體業,
5285,界霖,電子工業,
5287,數字,數位雲端類,
9921,巨大,運動休閒,
5288,豐祥-KY,電機機械,
9925,新保,其他,
5289,宜鼎,電腦及週邊設備業,
5267,龍翩,光電業,
9930,中聯資源,綠能環保,
5243,乙盛-KY,電子工業,
9938,百和,其他,
9937,全國,油電燃氣業,
5244,弘凱,光電業,
5244,弘凱,電子工業,
9935,慶豐富,居家生活,
5245,智晶,光電業,
5246,勵威,半導體業,
9929,秋雨,其他,
5248,景傳,光電業,
5254,欣訊科技,電子零組件業,
5258,虹堡,電子工業,
5258,虹堡,電腦及週邊設備業,
9934,成霖,居家生活,
9933,中鼎,其他,
5262,立達,半導體業,
9931,欣高,油電燃氣業,
5263,智崴,文化創意業,
5251,天鉞電,光電業,
5291,邑昇,電子零組件業,
5292,華懋,綠能環保,
5297,廣化,半導體業,
5347,世界,半導體業,
5348,正能量智能,運動休閒類,
9908,大台北,油電燃氣業,
5351,鈺創,半導體業,
5353,台林,通信網路業,
5355,佳總,電子零組件業,
9907,統一實,其他,
5356,協益,電腦及週邊設備業,
5345,馥鴻,其他,
9906,欣巴巴,建材營造,
5371,中光電,光電業,
5381,光譜,電機機械,
9905,大華,其他,
9904,寶成,運動休閒,
5386,青雲,電腦及週邊設備業,
5388,中磊,通信網路業,
5388,中磊,電子工業,
5392,能率,光電業,
5364,力麗店,觀光餐旅,
5344,立衛,半導體業,
5340,建榮,電子零組件業,
5328,華容,電子零組件業,
5299,杰力,半導體業,
9919,康那香,其他,
5301,寶得利,觀光餐旅,
5302,太欣,半導體業,
9918,欣天然,油電燃氣業,
9917,中保科,其他,
5306,桂盟,運動休閒,
5309,系統電,電子零組件業,
5310,天剛,資訊服務業,
5312,寶島科,生技醫療業,
5314,世紀*,其他,
9914,美利達,運動休閒,
9912,偉聯,電腦及週邊設備業,
5315,光聯,光電業,
5321,美而快,數位雲端類,
9912,偉聯,電子工業,
9911,櫻花,居家生活,
9910,豐泰,運動休閒,
5324,士開,建材營造,
5243,乙盛-KY,光電業,
5240,建騰,光電業,
5236,凌陽創新,半導體業,
9939,宏全,其他,
4968,立積,半導體業,
4968,立積,電子工業,
4971,IET-KY,半導體業,
4972,湯石照明,光電業,
4973,廣穎,半導體業,
4974,亞泰,電子零組件業,
4976,佳凌,光電業,
4976,佳凌,電子工業,
4967,十銓,電子工業,
4977,眾達-KY,通信網路業,
4979,華星光,通信網路業,
4980,佐臻,電子零組件業,
9955,佳龍,綠能環保,
9951,皇田,電機機械,
9950,萬國通,塑膠工業,
9949,琉園,文化創意業,
9946,三發地產,建材營造,
9945,潤泰新,其他,
4977,眾達-KY,電子工業,
4967,十銓,半導體業,
4966,譜瑞-KY,半導體業,
4961,天鈺,電子工業,
9962,有益,鋼鐵工業,
9960,邁達康,運動休閒類,
4946,辣椒,文化創意業,
9958,世紀鋼,鋼鐵工業,
4949,有成精密,光電業,
4949,有成精密,電子工業,
9957,燁聯,鋼鐵工業,
4950,金耘國際,鋼鐵工業,
4951,精拓科,半導體業,
4952,凌通,半導體業,
4952,凌通,電子工業,
4953,緯軟,資訊服務業,
4956,光鋐,光電業,
4956,光鋐,電子工業,
4958,臻鼎-KY,電子工業,
4958,臻鼎-KY,電子零組件業,
4960,誠美材,光電業,
4960,誠美材,電子工業,
4961,天鈺,半導體業,
4989,榮科,電子工業,
5398,慕康生醫,其他,
4989,榮科,電子零組件業,
4994,傳奇,資訊服務業,
5213,亞昕,建材營造,
9942,茂順,其他,
5215,科嘉-KY,電子工業,
5215,科嘉-KY,電腦及週邊設備業,
9941A,裕融甲特,其他,
9941,裕融,其他,
5220,萬達光電,光電業,
5222,全訊,半導體業,
5212,凌網,資訊服務業,
5222,全訊,電子工業,
5225,東科-KY,其他電子業,
5225,東科-KY,電子工業,
5227,立凱-KY,電子零組件業,
5228,鈺鎧,電子零組件業,
5230,雷笛克光學,光電業,
9940,信義,其他,
5234,達興材料,光電業,
5234,達興材料,電子工業,
5223,安力-KY,電腦及週邊設備業,
5211,蒙恬,資訊服務業,
5210,寶碩,資訊服務業,
5209,新鼎,其他,
4994,傳奇,電子工業,
4995,晶達,光電業,
4999,鑫禾,電子工業,
4999,鑫禾,電子零組件業,
5007,三星,鋼鐵工業,
5009,榮剛,鋼鐵工業,
5011,久陽,鋼鐵工業,
5013,強新,鋼鐵工業,
5014,建錩,鋼鐵工業,
5015,華祺,鋼鐵工業,
5016,松和,鋼鐵工業,
9944,新麗,其他,
9943,好樂迪,觀光餐旅,
5201,凱衛,資訊服務業,
5202,力新,資訊服務業,
5203,訊連,資訊服務業,
5203,訊連,電子工業,
5205,中茂,綠能環保類,
5206,坤悅,建材營造,
4991,環宇-KY,半導體業,
5403,中菲,資訊服務業,
5410,國眾,資訊服務業,
5425,台半,半導體業,
6108,競國,電子工業,
6108,競國,電子零組件業,
6109,亞元,通信網路業,
6111,光聚晶電,文化創意業,
8923,時報,文化創意業,
8921,沈氏,其他,
6112,邁達特,資訊服務業,
6112,邁達特,電子工業,
6104,創惟,半導體業,
6113,亞矽,電子通路業,
8917,欣泰,油電燃氣業,
6115,鎰勝,電子工業,
6115,鎰勝,電子零組件業,
6116,彩晶,光電業,
6116,彩晶,電子工業,
6117,迎廣,電子工業,
6117,迎廣,電腦及週邊設備業,
6118,建達,電子通路業,
6114,久威,電子零組件業,
8924,大田,運動休閒類,
8926,台汽電,油電燃氣業,
6103,合邦,半導體業,
5906,台南-KY,貿易百貨,
5907,大洋-KY,貿易百貨,
8931,大汽電,油電燃氣業,
6005,群益證,金融保險,
8930,青鋼,鋼鐵工業,
6015,宏遠證,金融業,
8929,富堡,其他,
8928,鉅明,運動休閒類,
6016,康和證,金融業,
6020,大展證,金融業,
6021,美好證,金融業,
6023,元大期,金融業,
6024,群益期,金融保險,
6026,福邦證,金融業,
6027,德信,金融業,
8927,北基,油電燃氣業,
6028,公勝保經,金融業,
6035,悠遊卡,金融業,
6101,寬魚國際,文化創意業,
8916,光隆,其他,
8932,智通*,數位雲端類,
8908,欣雄,油電燃氣業,
6120,達運,電子工業,
6139,亞翔,其他電子業,
8487,愛爾達-創,數位雲端,
6139,亞翔,電子工業,
6140,訊達,資訊服務業,
6141,柏承,電子工業,
6141,柏承,電子零組件業,
6142,友勁,通信網路業,
6142,友勁,電子工業,
8488,吉源-KY,其他,
6143,振曜,通信網路業,
6144,得利影,文化創意業,
8482,商億-KY,居家生活,
6146,耕興,其他電子類,
6147,頎邦,半導體業,
6148,驊宏資,資訊服務業,
6150,撼訊,電腦及週邊設備業,
6151,晉倫,其他電子類,
8481,政伸,其他,
8487,愛爾達-創,創新板股票,
6138,茂達,半導體業,
6136,富爾特,電子工業,
6136,富爾特,通信網路業,
8906,花王,其他,
6121,新普,電腦及週邊設備業,
6122,擎邦,電機機械,
6123,上奇,資訊服務業,
8905,裕國,其他,
6124,業強,電子零組件業,
6125,廣運,電機機械,
6126,信音,電子零組件業,
6127,九豪,電子零組件業,
6128,上福,電子工業,
6128,上福,電腦及週邊設備業,
8499,鼎炫-KY,電子工業,
6129,普誠,半導體業,
6130,上亞科技,生技醫療業,
8499,鼎炫-KY,其他電子業,
8121,越峰,電子零組件業,
8489,三貝德,其他,
6133,金橋,電子零組件業,
6134,萬旭,電子零組件業,
6120,達運,光電業,
6152,百一,通信網路業,
5905,南仁湖,觀光餐旅,
8933,愛地雅,運動休閒類,
5478,智冠,文化創意業,
5481,新華,其他,
5483,中美晶,半導體業,
5484,慧友,光電業,
5484,慧友,電子工業,
5487,通泰,半導體業,
5488,松普,電子零組件業,
5489,彩富,其他電子類,
5475,德宏,電子零組件業,
5490,同亨,電腦及週邊設備業,
5498,凱崴,電子零組件業,
5508,永信建,建材營造,
5511,德昌,建材營造,
5512,力麒,建材營造,
5514,三豐,建材營造,
5515,建國,建材營造,
5516,雙喜,建材營造,
5519,隆大,建材營造,
5493,三聯,其他電子類,
5474,聰泰,電腦及週邊設備業,
5471,松翰,電子工業,
5471,松翰,半導體業,
5426,振發,電腦及週邊設備業,
9902,台火,其他,
5432,新門,綠能環保類,
5434,崇越,電子工業,
5434,崇越,電子通路業,
5438,東友,電腦及週邊設備業,
5439,高技,電子零組件業,
9802,鈺齊-KY,運動休閒,
5443,均豪,半導體業,
5450,南良,其他,
5452,佶優,其他電子類,
5455,昇益,建材營造,
5457,宣德,電子零組件業,
5460,同協,電子零組件業,
5464,霖宏,電子零組件業,
5465,富驊,電腦及週邊設備業,
5468,凱鈺,半導體業,
5469,瀚宇博,電子工業,
5469,瀚宇博,電子零組件業,
5520,力泰,建材營造,
5904,寶雅,居家生活類,
5521,工信,建材營造,
5523,豐謙,建材營造,
5703,亞都,觀光餐旅,
8940,新天地,觀光餐旅,
5704,老爺知,觀光餐旅,
8938,明安,運動休閒類,
5706,鳳凰,觀光餐旅,
8937,合騏*,其他,
8936,國統,其他,
5859,遠壽,金融業,
8941,關中,居家生活類,
5863,瑞興銀,金融業,
5871,中租-KY,其他,
5871A,中租-KY甲特,其他,
5876,上海商銀,金融保險,
5878,台名,金融業,
5880,合庫金,金融保險,
5902,德記,居家生活類,
8935,邦泰,其他,
5903,全家,居家生活類,
5864,致和證,金融業,
5701,劍湖山,觀光餐旅,
8942,森鉅,其他,
5609,中菲行,航運業,
5525,順天,建材營造,
5529,鉅陞,建材營造,
5530,龍巖,其他,
5531,鄉林,建材營造,
5533,皇鼎,建材營造,
5534,長虹,建材營造,
5536,聖暉*,其他電子類,
5538,東明-KY,鋼鐵工業,
5543,桓鼎-KY,建材營造,
5546,永固-KY,建材營造,
8999,台灣積層,其他,
5547,久舜,建材營造,
8996,高力,電機機械,
5548,安倉,建材營造,
5601,台聯櫃,航運業,
5603,陸海,航運業,
5604,中連,其他,
5607,遠雄港,航運業,
5608,四維航,航運業,
5522,遠雄,建材營造,
8119,公信,電腦及週邊設備業,
6534,正瀚-創,生技醫療業,
6515,穎崴,半導體業,
6908,宏碁遊戲-創,電子工業,
7836,智生活,其他,
6908,宏碁遊戲-創,電子通路業,
7834,來毅數位,資訊服務業,
7833,綠岩能源,綠能環保,
7832,智新生技*,生技醫療業,
6909,創控,半導體業,
6909,創控,電子工業,
7831,捷博,居家生活,
6910,德鴻,數位雲端類,
6911,群運,其他,
6912,益鈞環科*,綠能環保,
7829,思捷優達-KY,生技醫療業,
6913,鴻呈,電子零組件業,
7828,創新服務,半導體業,
7827,漢康-KY創,生技醫療業,
6914,阜爾運通,其他,
6915,美強光,電子零組件業,
6916,華凌,光電業,
6908,宏碁遊戲-創,創新板股票,
6907,雅特力-KY,半導體業,
7837,啟新生,生技醫療業,
6906,現觀科,數位雲端,
7846,德揚,綠能環保,
6885,全福生技,生技醫療業,
6886,遠東生技,食品工業,
6887,寶綠特-KY,綠能環保,
6890,來億-KY,運動休閒,
6891,樂迦再生,生技醫療業,
6892,台寶生醫,生技醫療業,
6894,衛司特,綠能環保類,
6895,宏碩系統,半導體業,
7827,漢康-KY創,化學生技醫療,
6898,程曦資訊,資訊服務業,
7843,英柏得,半導體業,
7842,天能綠電,綠能環保類,
6901,鑽石投資,其他,
7841,經貿聯網,資訊服務業,
7840,祥圃,農業科技,
6902,GOGOLOOK,數位雲端,
7839,達人網,數位雲端類,
6903,巨漢,其他電子類,
6904,伯鑫,其他,
6899,創為精密,光電業,
7847,豊漁,觀光餐旅,
7827,漢康-KY創,創新板股票,
6917,竟天,生技醫療業,
6929,佑全,生技醫療業,
6931,青松健康,化學生技醫療,
7822,倍利科,半導體業,
7821,神數,汽車工業,
7820,立盈,綠能環保類,
6931,青松健康,生技醫療業,
6932,水星生醫*,生技醫療業,
6933,AMAX-KY,電子工業,
6933,AMAX-KY,電腦及週邊設備業,
6934,心誠鎂,化學生技醫療,
7819,精誠金融,資訊服務業,
6934,心誠鎂,生技醫療業,
6935,王子製藥,食品工業,
6936,永鴻生技,化學生技醫療,
6936,永鴻生技,生技醫療業,
6937,天虹,半導體業,
6937,天虹,電子工業,
6938,藍新資訊,資訊服務業,
6939,啟弘生技,生技醫療業,
6928,攸泰科技,電腦及週邊設備業,
7822,倍利科,電子工業,
6928,攸泰科技,電子工業,
6927,聯合聚晶,半導體業,
6918,愛派司,化學生技醫療,
7826,極風雲創,數位雲端,
6918,愛派司,生技醫療業,
6919,康霈*,化學生技醫療,
7825,和亞智慧,其他電子業,
6919,康霈*,生技醫療業,
6920,恆勁科技,半導體業,
6921,嘉雨思-創,創新板股票,
6921,嘉雨思-創,半導體業,
6916,華凌,電子工業,
6921,嘉雨思-創,電子工業,
7824,智寶,其他,
6923,中台,綠能環保,
6924,榮惠-KY創,創新板股票,
7823,奧義賽博-KY創,數位雲端,
6924,榮惠-KY創,電子工業,
6924,榮惠-KY創,電子零組件業,
